Country,Region,Rank,Score,GDP,Family,Health,Freedom,Corruption,Year
"Colombia,"""",""36"",""6.356999874115"",""1.0706223249435"",""1.4021829366684"",""0.59502792358398"",""0.4774874150753"",""0.046668741852045"",""2017"""
"Saudi Arabia,"""",""37"",""6.3439998626709"",""1.5306235551834"",""1.2866775989532"",""0.5901483297348"",""0.44975057244301"",""0.27343225479126"",""2017"""
"Trinidad and Tobago,"""",""38"",""6.1680002212524"",""1.3613559007645"",""1.3802285194397"",""0.51998329162598"",""0.51863074302673"",""0.008964816108346"",""2017"""
"Kuwait,"""",""39"",""6.1050000190735"",""1.6329524517059"",""1.2596987485886"",""0.63210570812225"",""0.49633759260178"",""0.21515955030918"",""2017"""
"Slovakia,"""",""40"",""6.0980000495911"",""1.3253935575485"",""1.5050592422485"",""0.71273291110992"",""0.29581746459007"",""0.024210851639509"",""2017"""
"Bahrain,"""",""41"",""6.0869998931885"",""1.4884122610092"",""1.323110461235"",""0.65313303470612"",""0.53674691915512"",""0.25704216957092"",""2017"""
"Malaysia,"""",""42"",""6.0840001106262"",""1.2912154197693"",""1.2846460342407"",""0.61878442764282"",""0.40226498246193"",""0.065600708127022"",""2017"""
"Nicaragua,"""",""43"",""6.0710000991821"",""0.73729920387268"",""1.2872157096863"",""0.65309596061706"",""0.44755184650421"",""0.13068798184395"",""2017"""
"Ecuador,"""",""44"",""6.0079998970032"",""1.0008203983307"",""1.2861688137054"",""0.68563622236252"",""0.4551981985569"",""0.14013464748859"",""2017"""
"El Salvador,"""",""45"",""6.0029997825623"",""0.90978449583054"",""1.1821250915527"",""0.59601855278015"",""0.43245252966881"",""0.089980959892273"",""2017"""
"Poland,"""",""46"",""5.9730000495911"",""1.2917878627777"",""1.4457119703293"",""0.69947534799576"",""0.52034211158752"",""0.059307806193829"",""2017"""
"Uzbekistan,"""",""47"",""5.9710001945496"",""0.78644108772278"",""1.5489691495895"",""0.49827262759209"",""0.65824866294861"",""0.24652822315693"",""2017"""
"Italy,"""",""48"",""5.9640002250671"",""1.3950666189194"",""1.4449232816696"",""0.85314434766769"",""0.25645071268082"",""0.028028091415763"",""2017"""
"Russia,"""",""49"",""5.9629998207092"",""1.2817780971527"",""1.4692823886871"",""0.54734933376312"",""0.37378311157227"",""0.032962881028652"",""2017"""
"Belize,"""",""50"",""5.9559998512268"",""0.90797531604767"",""1.081417798996"",""0.45019176602364"",""0.54750937223434"",""0.096581071615219"",""2017"""
"Japan,"""",""51"",""5.9200000762939"",""1.4169151782989"",""1.4363378286362"",""0.91347587108612"",""0.50562554597855"",""0.16376073658466"",""2017"""
"Lithuania,"""",""52"",""5.9019999504089"",""1.3145823478699"",""1.4735161066055"",""0.62894994020462"",""0.23423178493977"",""0.011865642853081"",""2017"""
"Algeria,"""",""53"",""5.8720002174377"",""1.0918644666672"",""1.1462174654007"",""0.61758464574814"",""0.2333358079195"",""0.14609611034393"",""2017"""
"Latvia,"""",""54"",""5.8499999046326"",""1.2607486248016"",""1.4047149419784"",""0.63856697082519"",""0.32570791244507"",""0.073842726647854"",""2017"""
"South Korea,"""",""55"",""5.8379998207092"",""1.401678442955"",""1.1282744407654"",""0.90021407604217"",""0.25792166590691"",""0.063282668590546"",""2017"""
"Moldova,"""",""56"",""5.8379998207092"",""0.72887063026428"",""1.2518255710602"",""0.58946520090103"",""0.24072904884815"",""0.010091286152601"",""2017"""
"Romania,"""",""57"",""5.8249998092651"",""1.2176839113236"",""1.1500912904739"",""0.68515831232071"",""0.45700374245644"",""0.00438790069893"",""2017"""
"Bolivia,"""",""58"",""5.8229999542236"",""0.83375656604767"",""1.2276190519333"",""0.47363024950027"",""0.55873292684555"",""0.06047772616148"",""2017"""
"Turkmenistan,"""",""59"",""5.8220000267029"",""1.1307767629623"",""1.4931491613388"",""0.43772608041763"",""0.41827192902565"",""0.25927034020424"",""2017"""
"Kazakhstan,"""",""60"",""5.8189997673035"",""1.2845562696457"",""1.3843690156937"",""0.60604155063629"",""0.43745428323746"",""0.11928288638592"",""2017"""
"North Cyprus,"""",""61"",""5.8099999427795"",""1.3469113111496"",""1.1863033771515"",""0.83464723825455"",""0.47120362520218"",""0.15535335242748"",""2017"""
"Slovenia,"""",""62"",""5.7579998970032"",""1.3412059545517"",""1.4525188207626"",""0.79082822799683"",""0.57257580757141"",""0.045128978788853"",""2017"""
"Peru,"""",""63"",""5.7150001525879"",""1.0352252721786"",""1.2187703847885"",""0.63016611337662"",""0.45000287890434"",""0.047049086540937"",""2017"""
"Mauritius,"""",""64"",""5.6290001869202"",""1.1893955469132"",""1.2095609903336"",""0.63800746202469"",""0.49124732613563"",""0.042181555181742"",""2017"""
"Cyprus,"""",""65"",""5.6209998130798"",""1.355938076973"",""1.1313632726669"",""0.84471470117569"",""0.35511153936386"",""0.041237976402044"",""2017"""
"Estonia,"""",""66"",""5.6110000610352"",""1.3208793401718"",""1.4766710996628"",""0.69516831636429"",""0.4791314303875"",""0.18324892222881"",""2017"""
"Belarus,"""",""67"",""5.5689997673035"",""1.156557559967"",""1.4449452161789"",""0.63771426677704"",""0.29540026187897"",""0.15631382167339"",""2017"""
"Libya,"""",""68"",""5.5250000953674"",""1.1018030643463"",""1.357564330101"",""0.5201690196991"",""0.46573323011398"",""0.092610210180283"",""2017"""
"Turkey,"""",""69"",""5.5"",""1.1982743740082"",""1.3377531766891"",""0.63760560750961"",""0.30074059963226"",""0.099671579897404"",""2017"""
"Paraguay,"""",""70"",""5.4930000305176"",""0.932537317276"",""1.5072848796845"",""0.57925069332123"",""0.47350779175758"",""0.091065913438797"",""2017"""
"Hong Kong S.A.R., China,"""",""71"",""5.4720001220703"",""1.5516748428345"",""1.2627909183502"",""0.94306242465973"",""0.49096864461899"",""0.29393374919891"",""2017"""
"Philippines,"""",""72"",""5.4299998283386"",""0.85769921541214"",""1.2539175748825"",""0.4680090546608"",""0.58521467447281"",""0.099331893026829"",""2017"""
"Serbia,"""",""73"",""5.3949999809265"",""1.0693175792694"",""1.2581897974014"",""0.65078467130661"",""0.20871552824974"",""0.040903780609369"",""2017"""
"Jordan,"""",""74"",""5.3359999656677"",""0.99101239442825"",""1.2390888929367"",""0.60459005832672"",""0.41842114925384"",""0.11980327218771"",""2017"""
"Hungary,"""",""75"",""5.3239998817444"",""1.2860119342804"",""1.3431330919266"",""0.68776345252991"",""0.17586351931095"",""0.036636937409639"",""2017"""
"Jamaica,"""",""76"",""5.3109998703003"",""0.9255793094635"",""1.3682180643082"",""0.64102238416672"",""0.47430723905563"",""0.055267781019211"",""2017"""
"Croatia,"""",""77"",""5.2930002212524"",""1.2225562334061"",""0.96798300743103"",""0.70128852128982"",""0.25577229261398"",""0.043103110045195"",""2017"""
"Kosovo,"""",""78"",""5.2789998054504"",""0.95148438215256"",""1.1378535032272"",""0.54145205020904"",""0.26028794050217"",""0.057471618056297"",""2017"""
"China,"""",""79"",""5.2729997634888"",""1.0811657905579"",""1.1608374118805"",""0.74141550064087"",""0.47278770804405"",""0.022794274613261"",""2017"""
"Pakistan,"""",""80"",""5.2690000534058"",""0.72688353061676"",""0.67269068956375"",""0.40204778313637"",""0.23521526157856"",""0.12434806674719"",""2017"""
"Indonesia,"""",""81"",""5.2620000839233"",""0.99553859233856"",""1.2744446992874"",""0.49234572052956"",""0.44332346320152"",""0.015317135490477"",""2017"""
"Venezuela,"""",""82"",""5.25"",""1.1284312009811"",""1.431337594986"",""0.61714422702789"",""0.15399712324143"",""0.064491122961044"",""2017"""
"Montenegro,"""",""83"",""5.2369999885559"",""1.1211290359497"",""1.2383764982223"",""0.66746467351913"",""0.19498905539513"",""0.088174194097519"",""2017"""
"Morocco,"""",""84"",""5.2350001335144"",""0.87811458110809"",""0.77486443519592"",""0.59771066904068"",""0.40815833210945"",""0.08776318281889"",""2017"""
"Azerbaijan,"""",""85"",""5.2340002059936"",""1.1536017656326"",""1.1524002552032"",""0.54077577590942"",""0.39815583825111"",""0.18098750710487"",""2017"""
"Dominican Republic,"""",""86"",""5.2300000190735"",""1.0793738365173"",""1.4024167060852"",""0.57487374544144"",""0.55258983373642"",""0.11394525319338"",""2017"""
"Greece,"""",""87"",""5.2270002365112"",""1.2894874811173"",""1.2394145727158"",""0.8101989030838"",""0.095731250941753"",""0.04328977689147"",""2017"""
"Lebanon,"""",""88"",""5.2249999046326"",""1.0749875307083"",""1.129624247551"",""0.73508107662201"",""0.28851598501205"",""0.037513829767704"",""2017"""
"Portugal,"""",""89"",""5.1950001716614"",""1.3151752948761"",""1.3670430183411"",""0.79584354162216"",""0.49846529960632"",""0.01586945168674"",""2017"""
"Bosnia and Herzegovina,"""",""90"",""5.1820001602173"",""0.98240941762924"",""1.0693359375"",""0.70518630743027"",""0.20440317690373"",""0"",""2017"""
"Honduras,"""",""91"",""5.1810002326965"",""0.730573117733"",""1.143944978714"",""0.58256947994232"",""0.34807986021042"",""0.073345452547073"",""2017"""
"Macedonia,"""",""92"",""5.1750001907349"",""1.0645779371262"",""1.2078930139542"",""0.6449481844902"",""0.32590597867966"",""0.060277793556452"",""2017"""
"Somalia,"""",""93"",""5.1510000228882"",""0.022643184289336"",""0.72115135192871"",""0.11398913711309"",""0.60212695598602"",""0.28241032361984"",""2017"""
"Vietnam,"""",""94"",""5.0739998817444"",""0.78854757547378"",""1.2774913311005"",""0.65216898918152"",""0.57105559110642"",""0.087633237242699"",""2017"""
"Nigeria,"""",""95"",""5.0739998817444"",""0.78375625610352"",""1.215770483017"",""0.056915730237961"",""0.3949525654316"",""0.026121566072106"",""2017"""
"Tajikistan,"""",""96"",""5.0409998893738"",""0.52471363544464"",""1.2714632749557"",""0.52923512458801"",""0.47156670689583"",""0.14637714624405"",""2017"""
"Bhutan,"""",""97"",""5.0110001564026"",""0.88541638851166"",""1.3401265144348"",""0.4958792924881"",""0.50153768062592"",""0.17338038980961"",""2017"""
"Kyrgyzstan,"""",""98"",""5.0040001869202"",""0.59622007608414"",""1.3942385911941"",""0.55345779657364"",""0.45494338870049"",""0.039439179003239"",""2017"""
"Nepal,"""",""99"",""4.9619998931885"",""0.4798201918602"",""1.1792832612991"",""0.50413078069687"",""0.44030594825745"",""0.072975546121597"",""2017"""
"Mongolia,"""",""100"",""4.9549999237061"",""1.027235865593"",""1.4930112361908"",""0.55778348445892"",""0.39414396882057"",""0.032902289181948"",""2017"""
"South Africa,"""",""101"",""4.8289999961853"",""1.0546987056732"",""1.3847886323929"",""0.1870800703764"",""0.47924673557281"",""0.072509497404098"",""2017"""
"Tunisia,"""",""102"",""4.8049998283386"",""1.0072658061981"",""0.86835145950317"",""0.61321204900742"",""0.28968068957329"",""0.086723148822784"",""2017"""
"Palestinian Territories,"""",""103"",""4.7750000953674"",""0.7162492275238"",""1.1556471586227"",""0.56566697359085"",""0.25471106171608"",""0.089282602071762"",""2017"""
"Egypt,"""",""104"",""4.7350001335144"",""0.98970180749893"",""0.99747139215469"",""0.5201872587204"",""0.28211015462875"",""0.11438136547804"",""2017"""
"Bulgaria,"""",""105"",""4.7140002250671"",""1.1614590883255"",""1.4343794584274"",""0.70821768045425"",""0.28923171758652"",""0.011051530949771"",""2017"""
"Sierra Leone,"""",""106"",""4.7090001106262"",""0.36842092871666"",""0.9841360449791"",""0.0055647538974881"",""0.31869769096375"",""0.071095176041126"",""2017"""
"Cameroon,"""",""107"",""4.6950001716614"",""0.5643053650856"",""0.94601821899414"",""0.13289211690426"",""0.43038874864578"",""0.051306631416082"",""2017"""
"Iran,"""",""108"",""4.691999912262"",""1.1568731069565"",""0.71155124902725"",""0.63933318853378"",""0.24932260811329"",""0.048761073499918"",""2017"""
"Albania,"""",""109"",""4.6440000534058"",""0.99619275331497"",""0.8036852478981"",""0.73115974664688"",""0.38149863481522"",""0.039864215999842"",""2017"""
"Bangladesh,"""",""110"",""4.6079998016357"",""0.58668297529221"",""0.73513174057007"",""0.53324103355408"",""0.47835665941238"",""0.1237178593874"",""2017"""
"Namibia,"""",""111"",""4.5739998817444"",""0.96443432569504"",""1.0984708070755"",""0.33861181139946"",""0.52030354738235"",""0.093146972358227"",""2017"""
"Kenya,"""",""112"",""4.5529999732971"",""0.56047946214676"",""1.0679507255554"",""0.30998834967613"",""0.45276376605034"",""0.064641319215298"",""2017"""
"Mozambique,"""",""113"",""4.5500001907349"",""0.2343056499958"",""0.87070101499557"",""0.10665443539619"",""0.48079109191894"",""0.17943638563156"",""2017"""
"Myanmar,"""",""114"",""4.5450000762939"",""0.3671105504036"",""1.1232359409332"",""0.3975225687027"",""0.51449203491211"",""0.18881620466709"",""2017"""
"Senegal,"""",""115"",""4.5349998474121"",""0.47930902242661"",""1.1796919107437"",""0.40936285257339"",""0.37792226672173"",""0.11546044796705"",""2017"""
"Zambia,"""",""116"",""4.5139999389648"",""0.63640677928925"",""1.0031872987747"",""0.25783589482307"",""0.4616034924984"",""0.078213550150394"",""2017"""
"Iraq,"""",""117"",""4.4970002174377"",""1.1027104854584"",""0.9786131978035"",""0.50118046998978"",""0.28855553269386"",""0.10721575468779"",""2017"""
"Gabon,"""",""118"",""4.4650001525879"",""1.1982102394104"",""1.1556202173233"",""0.35657858848572"",""0.31232857704163"",""0.076046787202358"",""2017"""
"Ethiopia,"""",""119"",""4.460000038147"",""0.33923384547234"",""0.86466920375824"",""0.35340970754623"",""0.40884274244308"",""0.16545571386814"",""2017"""
"Sri Lanka,"""",""120"",""4.4400000572205"",""1.0098501443863"",""1.2599763870239"",""0.62513083219528"",""0.56121325492859"",""0.073653966188431"",""2017"""
"Armenia,"""",""121"",""4.3759999275208"",""0.90059673786163"",""1.0074837207794"",""0.63752442598343"",""0.19830326735973"",""0.02667442150414"",""2017"""
"India,"""",""122"",""4.3150000572205"",""0.79222124814987"",""0.75437259674072"",""0.45542761683464"",""0.46998700499535"",""0.092226885259152"",""2017"""
"Mauritania,"""",""123"",""4.2919998168945"",""0.64845728874206"",""1.2720308303833"",""0.2853492796421"",""0.09609804302454"",""0.13695700466633"",""2017"""
"Congo (Brazzaville),"""",""124"",""4.2909998893738"",""0.80896425247192"",""0.83204436302185"",""0.28995743393898"",""0.43502587080002"",""0.079618133604527"",""2017"""
"Georgia,"""",""125"",""4.2859997749329"",""0.95061266422272"",""0.57061493396759"",""0.64954698085785"",""0.3094100356102"",""0.25166663527489"",""2017"""
"Congo (Kinshasa),"""",""126"",""4.2800002098083"",""0.092102348804474"",""1.2290234565735"",""0.19140702486038"",""0.23596134781837"",""0.060241356492042"",""2017"""
"Mali,"""",""127"",""4.1900000572205"",""0.47618049383164"",""1.2814733982086"",""0.16936567425728"",""0.30661374330521"",""0.10497024655342"",""2017"""
"Ivory Coast,"""",""128"",""4.1799998283386"",""0.60304892063141"",""0.90478003025055"",""0.048642169684172"",""0.44770619273186"",""0.13006177544594"",""2017"""
"Cambodia,"""",""129"",""4.1680002212524"",""0.60176509618759"",""1.0062383413315"",""0.42978340387344"",""0.63337582349777"",""0.068105950951576"",""2017"""
"Sudan,"""",""130"",""4.1389999389648"",""0.65951669216156"",""1.2140085697174"",""0.29092082381249"",""0.014995855279267"",""0.089847519993782"",""2017"""
"Ghana,"""",""131"",""4.1199998855591"",""0.66722482442856"",""0.87366473674774"",""0.29563772678375"",""0.42302629351616"",""0.025336369872093"",""2017"""
"Ukraine,"""",""132"",""4.0960001945496"",""0.89465194940567"",""1.3945375680923"",""0.57590395212173"",""0.12297477573156"",""0.023029470816255"",""2017"""
"Uganda,"""",""133"",""4.0809998512268"",""0.3814307153225"",""1.1298277378082"",""0.21763260662556"",""0.44318595528603"",""0.057069718837738"",""2017"""
"Burkina Faso,"""",""134"",""4.0320000648498"",""0.3502277135849"",""1.043280005455"",""0.21584425866604"",""0.32436785101891"",""0.12032810598612"",""2017"""
"Niger,"""",""135"",""4.0279998779297"",""0.1619253307581"",""0.99302500486374"",""0.26850500702858"",""0.36365869641304"",""0.13857294619083"",""2017"""
"Malawi,"""",""136"",""3.9700000286102"",""0.23344203829765"",""0.51256883144379"",""0.31508958339691"",""0.46691465377808"",""0.072711654007435"",""2017"""
"Chad,"""",""137"",""3.9360001087189"",""0.43801298737526"",""0.95385587215424"",""0.041134715080261"",""0.16234202682972"",""0.05358188226819"",""2017"""
"Zimbabwe,"""",""138"",""3.875"",""0.37584653496742"",""1.083095908165"",""0.19676375389099"",""0.33638420701027"",""0.095375381410122"",""2017"""
"Lesotho,"""",""139"",""3.808000087738"",""0.52102124691009"",""1.1900951862335"",""0"",""0.39066129922867"",""0.11909464001656"",""2017"""
"Angola,"""",""140"",""3.795000076294"",""0.85842818021774"",""1.1044119596481"",""0.049868665635586"",""0"",""0.069720335304737"",""2017"""
"Afghanistan,"""",""141"",""3.7939999103546"",""0.40147721767425"",""0.58154332637787"",""0.18074677884579"",""0.10617952048779"",""0.061157830059528"",""2017"""
"Botswana,"""",""142"",""3.7660000324249"",""1.1220941543579"",""1.2215549945831"",""0.34175550937653"",""0.50519633293152"",""0.098583199083805"",""2017"""
"Benin,"""",""143"",""3.6570000648498"",""0.43108540773392"",""0.43529984354973"",""0.20993021130562"",""0.42596277594566"",""0.060929015278816"",""2017"""
"Madagascar,"""",""144"",""3.6440000534058"",""0.30580869317055"",""0.91302037239075"",""0.37522330880165"",""0.18919676542282"",""0.067231975495815"",""2017"""
"Haiti,"""",""145"",""3.6029999256134"",""0.36861026287079"",""0.64044982194901"",""0.27732113003731"",""0.03036985732615"",""0.099872149527073"",""2017"""
"Yemen,"""",""146"",""3.5929999351502"",""0.59168344736099"",""0.93538224697113"",""0.31008091568947"",""0.2494637221098"",""0.056767422705889"",""2017"""
"South Sudan,"""",""147"",""3.5910000801086"",""0.39724862575531"",""0.60132312774658"",""0.16348600387573"",""0.14706243574619"",""0.11679351329804"",""2017"""
"Liberia,"""",""148"",""3.5329999923706"",""0.11904179304838"",""0.87211793661118"",""0.22991819679737"",""0.33288118243218"",""0.038948249071836"",""2017"""
"Guinea,"""",""149"",""3.5069999694824"",""0.24454993009567"",""0.79124468564987"",""0.19412913918495"",""0.34858751296997"",""0.11093761771917"",""2017"""
"Togo,"""",""150"",""3.4949998855591"",""0.30544471740723"",""0.43188253045082"",""0.24710556864739"",""0.38042613863945"",""0.095665015280247"",""2017"""
"Rwanda,"""",""151"",""3.470999956131"",""0.36874589323997"",""0.94570702314377"",""0.3264248073101"",""0.58184385299683"",""0.45522001385689"",""2017"""
"Syria,"""",""152"",""3.4619998931885"",""0.77715313434601"",""0.39610260725021"",""0.50053334236145"",""0.081539444625378"",""0.15134713053703"",""2017"""
"Tanzania,"""",""153"",""3.3489999771118"",""0.51113587617874"",""1.0419898033142"",""0.36450928449631"",""0.39001777768135"",""0.066035106778145"",""2017"""
"Burundi,"""",""154"",""2.9049999713898"",""0.091622568666935"",""0.62979358434677"",""0.1516107916832"",""0.059900753200054"",""0.084147945046425"",""2017"""
"Central African Republic,"""",""155"",""2.6930000782013"",""0"",""0"",""0.01877268590033"",""0.27084204554558"",""0.056565076112747"",""2017"""
